Timestamp,Город или область где вы живете / Yashayotgan shaharingiz yoki viloyat,Возраст / Yoshingiz,Пол / Jinsingiz,Уровень английского / Ingliz tilini bilishingiz darajasi,Образование / Maʼlumotingiz,Должность / Lavozim,Уровень / Daraja,Язык программирования и технологии используемые на работе / Ish jarayonida ishlatiladigan dasturlash tili yoki texnologiyalar,Общий опыт работы (в годах) / Umumiy tajribangiz (yillarda),Опыт работы на текущем месте (в годах) / Joriy ish joyingizdagi tajribangiz (yillarda),Главный офис компании находится в / Kompaniyaning bosh ofisi qayerda?,Тип компании / Kompaniyaning yoʻnalishi yoki turi,Размер компании / Kompaniya hajmi,Работаю / Ishlayman,Компания предлагает / Kompaniya quyidagi qoʻshimchalarni beradi,Получаю зарплату / Maosh olaman,Зарплата в месяц / Oylik maosh,На сколько изменилась зарплата за 12 месяцев / Soʻnggi 12 oy ichida maoshingiz qanchaga oʻzgardi?,Оставьте ваш фидбек и комментарии / Fikringiz va izohingizni qoldiring
2/11/2020 18:07:03,Ташкент / Toshkent shahri,18,Мужской / Erkak,Advanced (продвинутый / yuqori),Высшее / Oliy,Software Engineer,Middle,"C#/.NET, Python",3-5,<1,Узбекистан / Oʻzbekiston,Государственная / Davlat tashkiloti,до 50 человек / 50 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye",в сумах / soʻmda,4500000,0,"In Uzbekistan, the salary of IT workers is small"
2/11/2020 18:50:17,Ташкент / Toshkent shahri,28,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Senior,"PHP, SQL/PL-SQL, Frontend Development (JavaScript, TypeScript), Web (HTML/CSS), Python",5-7,<1,Узбекистан / Oʻzbekiston,Государственная / Davlat tashkiloti,до 50 человек / 50 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Компенсация проезда или затрат на бензин / Yoʻlkira haqi qoplanadi: ommaviy transport yoki benzin",в сумах / soʻmda,6000000,1000000,"Oyliklarni AKT sohasida davlat tashkilotlarida oshirish masalasi ko'rib chiqilishi kerak, agar davlat tashkiloti biror bir firma bilan 1 mlrd. so'm shartnoma qilinsa to'lashda muammo yo'q, xodimga oylik maoshini 1 mln so'mga oshirishda esa muammolar tiqilib yotibdi"
2/11/2020 18:50:46,Ташкент / Toshkent shahri,24,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,Software Engineer,Middle,"Web (HTML/CSS), Python",1-3,<1,Узбекистан / Oʻzbekiston,Государственная / Davlat tashkiloti,свыше 1000 человек / 1000 dan ortiq odam,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye",в сумах / soʻmda,3500000,1000000,IT ni davlat tashkilotlarida rivojlantrish va oilik maoshlarini kotarish kerak.
2/11/2020 18:54:21,Ташкент / Toshkent shahri,29,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Senior,"C#/.NET, Java/Scala, SQL/PL-SQL, Web (HTML/CSS)",5-7,5-7,Узбекистан / Oʻzbekiston,Государственная / Davlat tashkiloti,до 200 человек / 200 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Компенсация проезда или затрат на бензин / Yoʻlkira haqi qoplanadi: ommaviy transport yoki benzin, Компенсация затрат на спорт (фитнес, бассейн) / Sportga chiqimlar qoplanadi (fitnes, basseyn), Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi",в сумах / soʻmda,15000000,3000000,
2/11/2020 19:29:53,Ташкент / Toshkent shahri,24,Мужской / Erkak,Advanced (продвинутый / yuqori),Высшее / Oliy,Software Engineer,Junior,"C#/.NET, PHP, Frontend Development (JavaScript, TypeScript)",<1,3-5,Узбекистан / Oʻzbekiston,Государственная / Davlat tashkiloti,свыше 1000 человек / 1000 dan ortiq odam,в офисе / ofisda,"Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi, Возможность переезда в другой город или страну / Boshqa shahar yoki davlatga koʻchish uchun yordam beriladi",в сумах / soʻmda,6000000,0,
2/11/2020 19:37:15,Ташкент / Toshkent shahri,23,Мужской / Erkak,Intermediate (средний / oʻrtacha),Высшее / Oliy,Software Engineer,Middle,"PHP, Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",1-3,<1,Узбекистан / Oʻzbekiston,Государственная / Davlat tashkiloti,до 1000 человек / 1000 kishigacha,в офисе / ofisda,Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi),в сумах / soʻmda,6500000,3000000,
2/11/2020 19:49:15,Ташкент / Toshkent shahri,23,Мужской / Erkak,Advanced (продвинутый / yuqori),Высшее / Oliy,Software Engineer,Junior,"C#/.NET, SQL/PL-SQL, Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",1-3,<1,Узбекистан / Oʻzbekiston,Государственная / Davlat tashkiloti,свыше 1000 человек / 1000 dan ortiq odam,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Компенсация затрат на спорт (фитнес, бассейн) / Sportga chiqimlar qoplanadi (fitnes, basseyn), Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi",в сумах / soʻmda,3000000,0,Men hozirgi kunda ishlamayman. Bu natijalar mening oxirgi ish joyimga bog'liq. Hissa qo'shay degan edim.
2/11/2020 20:25:53,Ташкент / Toshkent shahri,24,Мужской / Erkak,Advanced (продвинутый / yuqori),Высшее / Oliy,Software Engineer,Junior,PHP,1-3,<1,Узбекистан / Oʻzbekiston,Государственная / Davlat tashkiloti,свыше 1000 человек / 1000 dan ortiq odam,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Компенсация проезда или затрат на бензин / Yoʻlkira haqi qoplanadi: ommaviy transport yoki benzin, Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi, Акции, опционы (equity) / Aksiya yoki opsionlar beriladi",в сумах / soʻmda,5500000,1500000,Good
2/11/2020 20:38:49,Ташкент / Toshkent shahri,28,Мужской / Erkak,Beginner (ниже среднего / oʻrtadan past),Колледж / Kollej,Software Engineer,Senior,"Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",1-3,<1,Узбекистан / Oʻzbekiston,Государственная / Davlat tashkiloti,до 200 человек / 200 kishigacha,в офисе / ofisda,"Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye, Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi",в сумах / soʻmda,10000000,5000000,Не бывает уровень знания колледж
2/11/2020 20:49:21,Ташкент / Toshkent shahri,23,Мужской / Erkak,Advanced (продвинутый / yuqori),Высшее / Oliy,Software Engineer,Middle,"Java/Scala, SQL/PL-SQL",1-3,<1,Узбекистан / Oʻzbekiston,Государственная / Davlat tashkiloti,свыше 1000 человек / 1000 dan ortiq odam,в офисе / ofisda,Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi,в сумах / soʻmda,6000000,1500000,
2/11/2020 21:25:23,Ташкент / Toshkent shahri,23,Мужской / Erkak,Advanced (продвинутый / yuqori),Высшее / Oliy,Software Engineer,Middle,"PHP, Web (HTML/CSS)",<1,<1,Узбекистан / Oʻzbekiston,Государственная / Davlat tashkiloti,свыше 1000 человек / 1000 dan ortiq odam,в офисе / ofisda,Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi),в сумах / soʻmda,7000000,3000000,
2/11/2020 22:04:07,Ташкент / Toshkent shahri,24,Мужской / Erkak,Advanced (продвинутый / yuqori),Высшее / Oliy,Software Engineer,Middle,"iOS (Swift, Objective C)",1-3,>10,Узбекистан / Oʻzbekiston,Государственная / Davlat tashkiloti,до 50 человек / 50 kishigacha,в офисе / ofisda,"Питание в офисе (обеды) / Ofisda (tekinga) ovqatlanish (tushlik), Кофе, чай, печеньки в офисе / Ofisda kofe, choy, pechenye",в сумах / soʻmda,6000000,1,
2/12/2020 9:04:36,Ташкент / Toshkent shahri,24,Мужской / Erkak,Advanced (продвинутый / yuqori),Высшее / Oliy,Software Engineer,Middle,Python,1-3,1-3,Узбекистан / Oʻzbekiston,Государственная / Davlat tashkiloti,свыше 1000 человек / 1000 dan ortiq odam,в офисе / ofisda,"Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Компенсация затрат на спорт (фитнес, бассейн) / Sportga chiqimlar qoplanadi (fitnes, basseyn), Бонусы от завершённых проектов / Tugallangan loyihalardan bonus beriladi",в сумах / soʻmda,4500000,0,
2/12/2020 9:23:25,Ферганская область / Fargʻona viloyati,24,Мужской / Erkak,Upper Intermediate (выше среднего / oʻrtadan yuqori),Высшее / Oliy,Software Engineer,Middle,"PHP, Frontend Development (JavaScript, TypeScript), Web (HTML/CSS)",1-3,<1,Узбекистан / Oʻzbekiston,Государственная / Davlat tashkiloti,до 1000 человек / 1000 kishigacha,в офисе / ofisda,"Предоставление необходимой техники за счёт компании или выделение средств на её приобретение (BYOD) / Zarur texnika kompaniya hisobidan qoplanadi (sotib olinadi yoki ekvivalent pul beriladi), Акции, опционы (equity) / Aksiya yoki opsionlar beriladi",в сумах / soʻmda,1500000,,
